rootX,rootY,rootZ,neckX,neckY,neckZ,headX,headY,headZ,torsoX,torsoY,torsoZ,lshoulderX,lshoulderY,lshoulderZ,lelbowX,lelbowY,lelbowZ,lwristX,lwristY,lwristZ,lhandX,lhandY,lhandZ,rshoulderX,rshoulderY,rshoulderZ,relbowX,relbowY,relbowZ,rwristX,rwristY,rwristZ,rhandX,rhandY,rhandZ
-0.027179,1.13655,0.0640851,-0.027179,1.13655,0.0640851,-0.0585914,1.33052,0.0266602,-0.027179,0.7365,0.0640851,0.148178,1.09974,0.0814921,0.184562,0.90463,0.106354,0.0288338,0.958998,0.219504,-0.0490306,0.986181,0.27608,-0.202536,1.09974,0.0814921,-0.242102,0.906972,0.117339,-0.0662875,0.844744,0.189637,0.02162,0.81363,0.225787
-0.0253164,1.13371,0.0672558,-0.0253164,1.13371,0.0672558,-0.0548593,1.32914,0.0365303,-0.0253164,0.73366,0.0672558,0.150041,1.0969,0.0846628,0.187452,0.901515,0.105522,0.0280628,0.947563,0.217258,-0.0516321,0.970586,0.273126,-0.200673,1.0969,0.0846628,-0.240579,0.904276,0.120905,-0.0643569,0.839867,0.19024,0.0237545,0.807662,0.224907
-0.0227335,1.12969,0.0692978,-0.0227335,1.12969,0.0692978,-0.0516736,1.32571,0.0419075,-0.0227335,0.72964,0.0692978,0.152624,1.09288,0.0867048,0.190616,0.897226,0.103608,0.0290244,0.937063,0.214563,-0.0517719,0.956982,0.270041,-0.19809,1.09288,0.0867048,-0.238272,0.900372,0.123253,-0.0615019,0.83507,0.190319,0.0268838,0.802419,0.223853
-0.020214,1.12636,0.0703427,-0.020214,1.12636,0.0703427,-0.0491181,1.32246,0.0435321,-0.020214,0.72631,0.0703427,0.155143,1.08955,0.0877497,0.193229,0.893574,0.100103,0.030996,0.929834,0.211349,-0.0501209,0.947965,0.266972,-0.195571,1.08955,0.0877497,-0.235723,0.897206,0.125186,-0.0589485,0.831596,0.191939,0.0294394,0.798792,0.225316
-0.0176685,1.12382,0.0707697,-0.0176685,1.12382,0.0707697,-0.0466257,1.31986,0.0435647,-0.0176685,0.72377,0.0707697,0.157688,1.08701,0.0881767,0.195765,0.890766,0.0951204,0.0351661,0.925587,0.209162,-0.0451339,0.942998,0.266183,-0.193025,1.08701,0.0881767,-0.232909,0.895043,0.127771,-0.056648,0.829055,0.195505,0.0314827,0.796062,0.229373
-0.0142048,1.1213,0.0708199,-0.0142048,1.1213,0.0708199,-0.0430027,1.31738,0.0437251,-0.0142048,0.72125,0.0708199,0.161152,1.08449,0.0882269,0.199707,0.888221,0.0896242,0.0421093,0.923237,0.207721,-0.03669,0.940746,0.266769,-0.189562,1.08449,0.0882269,-0.229288,0.893061,0.130495,-0.0537317,0.826695,0.199673,0.0340467,0.793512,0.234263
-0.009646,1.11872,0.070575,-0.009646,1.11872,0.070575,-0.0381757,1.3149,0.0439268,-0.009646,0.71867,0.070575,0.165711,1.08191,0.087982,0.204926,0.885786,0.0852379,0.050319,0.921884,0.206909,-0.0269847,0.939933,0.267744,-0.185003,1.08191,0.087982,-0.225216,0.891006,0.132125,-0.0500818,0.82442,0.202155,0.0374858,0.791127,0.237171
-0.00574409,1.11672,0.0697659,-0.00574409,1.11672,0.0697659,-0.0334836,1.31301,0.04311,-0.00574409,0.71667,0.0697659,0.169613,1.07991,0.0871729,0.209366,0.883904,0.0838307,0.0554073,0.922129,0.205673,-0.0215724,0.941241,0.266595,-0.181101,1.07991,0.0871729,-0.222329,0.889208,0.131249,-0.0471308,0.823015,0.201491,0.040469,0.789918,0.236612
-0.0042896,1.11566,0.0682024,-0.0042896,1.11566,0.0682024,-0.0303753,1.31202,0.0404044,-0.0042896,0.71561,0.0682024,0.171067,1.07885,0.0856094,0.211092,0.882871,0.0853423,0.0550771,0.92336,0.203791,-0.0229306,0.943604,0.263016,-0.179647,1.07885,0.0856094,-0.222248,0.887894,0.127213,-0.0468586,0.822887,0.198083,0.0408366,0.790384,0.233518
-0.00628771,1.11526,0.0658466,-0.00628771,1.11526,0.0658466,-0.0288096,1.31187,0.0367431,-0.00628771,0.71521,0.0658466,0.169069,1.07845,0.0832536,0.208687,0.88244,0.0877734,0.0502791,0.923792,0.202695,-0.0289251,0.944468,0.260156,-0.181645,1.07845,0.0832536,-0.224597,0.886708,0.12067,-0.0494676,0.823518,0.193791,0.0380974,0.791922,0.230352
-0.0112472,1.11566,0.06306,-0.0112472,1.11566,0.06306,-0.0285131,1.31269,0.0331961,-0.0112472,0.71561,0.06306,0.16411,1.07885,0.080467,0.203278,0.882854,0.0882818,0.0443446,0.922989,0.202909,-0.0351225,0.943057,0.260222,-0.186604,1.07885,0.080467,-0.228142,0.886026,0.113683,-0.0541371,0.824628,0.1909,0.0328658,0.793929,0.229509
-0.017533,1.11672,0.0604662,-0.017533,1.11672,0.0604662,-0.0285259,1.31417,0.0304362,-0.017533,0.71667,0.0604662,0.157824,1.07991,0.0778732,0.196752,0.883864,0.0856531,0.0399763,0.921813,0.203938,-0.038412,0.940787,0.263081,-0.19289,1.07991,0.0778732,-0.231651,0.885961,0.107728,-0.059938,0.825869,0.190876,0.0259189,0.795823,0.23245
-0.0230361,1.11858,0.0587515,-0.0230361,1.11858,0.0587515,-0.028779,1.31623,0.0285895,-0.0230361,0.71853,0.0587515,0.152321,1.08177,0.0761585,0.191089,0.885613,0.0815661,0.0378976,0.921668,0.205026,-0.0386984,0.939696,0.266757,-0.198393,1.08177,0.0761585,-0.234405,0.886984,0.103931,-0.0658149,0.827509,0.193653,0.0184807,0.797771,0.238514
-0.0264998,1.12062,0.0582944,-0.0264998,1.12062,0.0582944,-0.0287844,1.31824,0.0274288,-0.0264998,0.72057,0.0582944,0.148857,1.08381,0.0757014,0.186865,0.887455,0.0788541,0.0367196,0.922433,0.206302,-0.0383534,0.939923,0.270026,-0.201857,1.08381,0.0757014,-0.23613,0.888558,0.102383,-0.0704685,0.829176,0.197462,0.0123628,0.799484,0.245001
-0.028101,1.12208,0.0590052,-0.028101,1.12208,0.0590052,-0.0287802,1.31945,0.0265174,-0.028101,0.72203,0.0590052,0.147256,1.08527,0.0764122,0.183559,0.888578,0.0784457,0.0348478,0.923068,0.207695,-0.0395082,0.940313,0.27232,-0.203458,1.08527,0.0764122,-0.237216,0.889839,0.102432,-0.0731674,0.830323,0.200186,0.00885742,0.800565,0.249063
-0.0286446,1.12222,0.0604668,-0.0286446,1.12222,0.0604668,-0.0287802,1.31924,0.0259152,-0.0286446,0.72217,0.0604668,0.146712,1.08541,0.0778738,0.180593,0.888283,0.07955,0.032034,0.922469,0.209055,-0.042246,0.939563,0.273807,-0.204002,1.08541,0.0778738,-0.238055,0.889952,0.103299,-0.0739802,0.830151,0.200836,0.00805732,0.800251,0.249605
-0.0287802,1.12205,0.0623161,-0.0287802,1.12205,0.0623161,-0.0287802,1.31865,0.0254557,-0.0287802,0.722,0.0623161,0.146577,1.08524,0.0797231,0.178382,0.887761,0.0803152,0.0296444,0.921768,0.209662,-0.0447247,0.938772,0.274336,-0.204137,1.08524,0.0797231,-0.2389,0.889822,0.104484,-0.0735854,0.829675,0.199685,0.00907253,0.799601,0.247286
-0.0287802,1.12222,0.0643447,-0.0287802,1.12222,0.0643447,-0.0287802,1.31838,0.0252218,-0.0287802,0.72217,0.0643447,0.146577,1.08541,0.0817517,0.1773,0.887774,0.0793481,0.0291144,0.921687,0.209351,-0.044979,0.938644,0.274353,-0.204137,1.08541,0.0817517,-0.239846,0.890042,0.105545,-0.0727707,0.82951,0.197369,0.0107675,0.799244,0.243281
-0.0287802,1.12208,0.0663085,-0.0287802,1.12208,0.0663085,-0.0287802,1.31783,0.0251534,-0.0287802,0.72203,0.0663085,0.146577,1.08527,0.0837155,0.177307,0.887755,0.0764186,0.030923,0.921586,0.208469,-0.0422691,0.938501,0.274495,-0.204137,1.08527,0.0837155,-0.240655,0.889916,0.106367,-0.0717758,0.829044,0.194598,0.012664,0.798608,0.238713
-0.0287802,1.12076,0.0679866,-0.0287802,1.12076,0.0679866,-0.0287802,1.31617,0.0252736,-0.0287802,0.72071,0.0679866,0.146577,1.08395,0.0853936,0.178264,0.886895,0.072156,0.0348931,0.920462,0.207537,-0.0367928,0.937245,0.275228,-0.204137,1.08395,0.0853936,-0.241496,0.8886,0.106666,-0.0709757,0.827461,0.191487,0.014285,0.796891,0.233899
-0.0287802,1.11858,0.069241,-0.0287802,1.11858,0.069241,-0.0287802,1.31374,0.025378,-0.0287802,0.71853,0.069241,0.146577,1.08177,0.086648,0.179409,0.885352,0.0678908,0.0398087,0.91867,0.207216,-0.0299919,0.935329,0.27688,-0.204137,1.08177,0.086648,-0.242192,0.886419,0.106642,-0.0702814,0.825045,0.188433,0.0156744,0.794357,0.229329
-0.0287802,1.11672,0.0700313,-0.0287802,1.11672,0.0700313,-0.0287802,1.31168,0.0253046,-0.0287802,0.71667,0.0700313,0.146577,1.07991,0.0874383,0.180415,0.884091,0.0646383,0.044176,0.917087,0.207328,-0.0239437,0.933584,0.278673,-0.204137,1.07991,0.0874383,-0.242715,0.884571,0.106524,-0.0697243,0.823009,0.185862,0.0167713,0.792228,0.225531
-0.0287802,1.11566,0.0705144,-0.0287802,1.11566,0.0705144,-0.0287802,1.31042,0.0249296,-0.0287802,0.71561,0.0705144,0.146577,1.07885,0.0879214,0.180859,0.883382,0.0628852,0.0470666,0.916196,0.207912,-0.0198297,0.932603,0.280426,-0.204137,1.07885,0.0879214,-0.243024,0.883521,0.106471,-0.0693353,0.821823,0.184161,0.0175093,0.790974,0.223006
-0.0287802,1.11526,0.0708412,-0.0287802,1.11526,0.0708412,-0.0287802,1.30986,0.0245816,-0.0287802,0.71521,0.0708412,0.146577,1.07845,0.0882482,0.180787,0.883077,0.0623866,0.0482184,0.915803,0.208553,-0.0180662,0.932167,0.281636,-0.204137,1.07845,0.0882482,-0.243123,0.883096,0.106323,-0.0692453,0.821375,0.183569,0.017694,0.790515,0.222193
-0.0287802,1.11512,0.0710688,-0.0287802,1.11512,0.0710688,-0.0287802,1.30967,0.0245793,-0.0287802,0.71507,0.0710688,0.146577,1.07831,0.0884758,0.180094,0.882821,0.0625825,0.0479179,0.915432,0.209129,-0.0181706,0.931738,0.282403,-0.204137,1.07831,0.0884758,-0.242948,0.882867,0.105956,-0.0695138,0.821339,0.184346,0.0172036,0.790576,0.223542
-0.0287802,1.11512,0.0712335,-0.0287802,1.11512,0.0712335,-0.0287802,1.30971,0.0249107,-0.0287802,0.71507,0.0712335,0.146577,1.07831,0.0886405,0.178759,0.882527,0.0632767,0.0460517,0.915092,0.209353,-0.0203024,0.931374,0.282392,-0.204137,1.07831,0.0886405,-0.24243,0.882686,0.105215,-0.0701119,0.821553,0.186329,0.0160474,0.790987,0.226886
-0.0287802,1.11512,0.0712562,-0.0287802,1.11512,0.0712562,-0.0287802,1.3098,0.0253418,-0.0287802,0.71507,0.0712562,0.146577,1.07831,0.0886632,0.176693,0.882059,0.0644067,0.0427568,0.914546,0.209374,-0.0242118,0.930789,0.281859,-0.204137,1.07831,0.0886632,-0.241676,0.882466,0.104337,-0.0708768,0.821851,0.188974,0.0145232,0.791543,0.231293
-0.0287802,1.11512,0.0711316,-0.0287802,1.11512,0.0711316,-0.0287802,1.30989,0.0255978,-0.0287802,0.71507,0.0711316,0.146577,1.07831,0.0885386,0.174338,0.881536,0.0657505,0.038821,0.913934,0.209261,-0.0289381,0.930133,0.281017,-0.204137,1.07831,0.0885386,-0.240974,0.882281,0.103555,-0.0717012,0.822095,0.191501,0.0129355,0.792002,0.235474
-0.0287802,1.11512,0.0710211,-0.0287802,1.11512,0.0710211,-0.0287802,1.30995,0.0257212,-0.0287802,0.71507,0.0710211,0.146577,1.07831,0.0884281,0.172233,0.881127,0.0667367,0.035502,0.913433,0.209113,-0.0328637,0.929586,0.280302,-0.204137,1.07831,0.0884281,-0.240622,0.882147,0.102529,-0.0726308,0.822832,0.193471,0.0113653,0.793174,0.238943
-0.0287802,1.11512,0.0711282,-0.0287802,1.11512,0.0711282,-0.0287802,1.30994,0.0257899,-0.0287802,0.71507,0.0711282,0.146577,1.07831,0.0885352,0.171505,0.880976,0.0673704,0.0333714,0.913645,0.208303,-0.0356956,0.929979,0.27877,-0.204137,1.07831,0.0885352,-0.241181,0.882121,0.100687,-0.0741002,0.825074,0.194707,0.00944058,0.796551,0.241717
-0.0287802,1.11512,0.0716056,-0.0287802,1.11512,0.0716056,-0.0287802,1.30991,0.0261496,-0.0287802,0.71507,0.0716056,0.146577,1.07831,0.0890126,0.172895,0.881055,0.0688273,0.0324866,0.915202,0.207136,-0.0377181,0.932276,0.276291,-0.204137,1.07831,0.0890126,-0.243244,0.882272,0.0960583,-0.0779061,0.830315,0.195928,0.00476312,0.804336,0.245863
-0.0287802,1.11512,0.0724527,-0.0287802,1.11512,0.0724527,-0.0287802,1.30996,0.0272042,-0.0287802,0.71507,0.0724527,0.146577,1.07831,0.0898597,0.177027,0.881387,0.0724256,0.0326096,0.918866,0.20565,-0.0395995,0.937606,0.272263,-0.204137,1.07831,0.0898597,-0.247144,0.882974,0.0878358,-0.0854506,0.84027,0.197571,-0.00460378,0.818918,0.252438
-0.0287802,1.11512,0.0735233,-0.0287802,1.11512,0.0735233,-0.0287802,1.31007,0.0287625,-0.0287802,0.71507,0.0735233,0.146577,1.07831,0.0909303,0.183879,0.882187,0.0785098,0.0342469,0.924967,0.204168,-0.0405696,0.946357,0.266998,-0.204137,1.07831,0.0909303,-0.252661,0.884852,0.0757823,-0.0986928,0.854742,0.199868,-0.0217083,0.839687,0.261911
-0.0282366,1.11512,0.0744122,-0.0282366,1.11512,0.0744122,-0.0282366,1.31027,0.0305192,-0.0282366,0.71507,0.0744122,0.14712,1.07831,0.0918192,0.192467,0.883587,0.0857779,0.0382486,0.932568,0.203368,-0.038861,0.957059,0.262164,-0.203594,1.07831,0.0918192,-0.257879,0.888144,0.0618223,-0.116652,0.872738,0.202632,-0.0460379,0.865035,0.273038
-0.0266354,1.11512,0.0746303,-0.0266354,1.11512,0.0746303,-0.0266354,1.31066,0.0324966,-0.0266354,0.71507,0.0746303,0.148722,1.07831,0.0920373,0.201092,0.885265,0.0910442,0.0453669,0.940322,0.203865,-0.032496,0.96785,0.260276,-0.201992,1.07831,0.0920373,-0.261634,0.892259,0.0491678,-0.136062,0.893394,0.204861,-0.0732753,0.893962,0.282708
-0.0231716,1.11512,0.0735568,-0.0231716,1.11512,0.0735568,-0.0231716,1.31126,0.0343041,-0.0231716,0.71507,0.0735568,0.152185,1.07831,0.0909638,0.209052,0.886543,0.0921512,0.0560796,0.947221,0.205851,-0.0204069,0.97756,0.262701,-0.198529,1.07831,0.0909638,-0.263349,0.895802,0.0409741,-0.151338,0.917866,0.20522,-0.0953322,0.928897,0.287344
-0.0176685,1.11512,0.0706456,-0.0176685,1.11512,0.0706456,-0.0176685,1.31208,0.0357841,-0.0176685,0.71507,0.0706456,0.157688,1.07831,0.0880526,0.21663,0.887168,0.0888121,0.0701466,0.953603,0.20772,-0.00309543,0.98682,0.267174,-0.193025,1.07831,0.0880526,-0.262942,0.897232,0.0397597,-0.158478,0.946822,0.202972,-0.106246,0.971617,0.284578
-0.0112472,1.11512,0.0658262,-0.0112472,1.11512,0.0658262,-0.0112472,1.313,0.0365882,-0.0112472,0.71507,0.0658262,0.16411,1.07831,0.0832332,0.223694,0.887367,0.082693,0.085538,0.96055,0.207462,0.0164599,0.997141,0.269847,-0.186604,1.07831,0.0832332,-0.261455,0.896433,0.0467906,-0.158135,0.977332,0.197756,-0.106475,1.01778,0.273238
-0.00574409,1.11512,0.0597588,-0.00574409,1.11512,0.0597588,-0.00574409,1.31375,0.0361828,-0.00574409,0.71507,0.0597588,0.169613,1.07831,0.0771658,0.229888,0.887585,0.0763652,0.0996028,0.967983,0.205097,0.0344597,1.00818,0.269463,-0.181101,1.07831,0.0771658,-0.260499,0.895438,0.0609251,-0.154489,1.00351,0.191666,-0.101484,1.05754,0.257036
-0.00228035,1.11512,0.053551,-0.00228035,1.11512,0.053551,-0.00228035,1.31425,0.0346303,-0.00228035,0.71507,0.053551,0.173077,1.07831,0.070958,0.235298,0.888211,0.0717858,0.111621,0.975431,0.202579,0.0497826,1.01904,0.267975,-0.177637,1.07831,0.070958,-0.262166,0.897147,0.0776364,-0.15159,1.02226,0.187772,-0.0963021,1.08482,0.24284
-0.000679173,1.11512,0.0480383,-0.000679173,1.11512,0.0480383,-0.000679173,1.31453,0.032397,-0.000679173,0.71507,0.0480383,0.174678,1.07831,0.0654453,0.24059,0.889523,0.0704302,0.121626,0.983116,0.201189,0.0621437,1.02991,0.266569,-0.176036,1.07831,0.0654453,-0.267446,0.902451,0.0924211,-0.150273,1.03512,0.18558,-0.0916868,1.10146,0.23216
-0.000135553,1.11512,0.0433944,-0.000135553,1.11512,0.0433944,-0.000135553,1.31474,0.0306528,-0.000135553,0.71507,0.0433944,0.175221,1.07831,0.0608014,0.245229,0.891302,0.0724928,0.129345,0.990817,0.201634,0.0714024,1.04058,0.266205,-0.175493,1.07831,0.0608014,-0.274595,0.910027,0.104038,-0.149281,1.04409,0.183627,-0.0866233,1.11112,0.223422
