rootX,rootY,rootZ
-1.86137,1.37916,2.14634
-0.829629,-1.47888,2.27414
0.826213,-3.4718,1.74726
1.9015,-3.57638,0.383473
1.68258,-1.81132,-1.28056
0.552224,0.460936,-2.50031
-0.648838,1.76775,-2.81041
-1.61478,1.72207,-2.11176
-1.85742,0.980575,-0.774792
-0.879895,0.36162,0.545936
0.868489,0.0939371,1.32944
2.28142,0.00227392,1.23918
2.73521,-0.00638814,0.521216
2.68442,-0.0431255,-0.149314
2.18283,0.0810677,-0.410526
1.00164,0.33738,-0.648811
-0.446141,0.677022,-1.16409
-1.27611,1.07574,-1.60245
-1.02652,0.741579,-1.57251
-0.816212,-0.337339,-0.446148
-1.43856,-1.50304,1.4608
-1.71426,-2.05931,2.53039
-0.61058,-1.55762,1.74611
1.16384,-0.244463,-0.425143
2.45454,1.165,-2.40411
2.46866,2.03283,-2.4174
1.10232,2.40715,-0.334487
-0.73704,2.14612,1.84524
-1.85066,0.911722,2.3632
-1.73077,-0.821832,1.43146
-0.972261,-1.87128,0.407525
-0.365807,-1.71542,0.0380023
-0.0930902,-0.974252,0.0418407
-0.000556089,-0.330054,-0.0205803
0.00931049,-0.126414,-0.311103
-0.000847208,-0.461681,-0.743846
0,-0.924085,-1.00816
0,-1.3736,-1.03533
0,-1.18853,-0.701368
0,0.249094,0.130136
0,1.57873,1.00979
0,1.48172,1.27456
0,0.25334,0.808133
0,-0.66738,0.151213
0,-0.138761,-0.232556
0,1.51138,-0.120824
0,2.61041,0.231608
0,1.84306,0.307961
0,-0.130869,0.0611598
0,-1.58025,-0.16873
0,-1.59122,-0.182235
0,-1.0431,-0.16041
0,-0.721056,-0.299297
0,-0.72853,-0.666967
0,-1.11,-1.04363
0,-1.15534,-1.00821
0,-0.682303,-0.617994
0,-0.199861,-0.198636
0,0.203238,0.217137
-0.00339763,0.692653,0.656908
0.0409571,1.07167,0.859075
-0.0380214,1.14803,0.769801
-0.417479,1.1217,0.724618
-1.05898,1.28862,0.921353
-1.62892,1.79307,1.39768
-1.4785,1.86696,1.76281
-0.23588,0.861033,1.28217
1.52286,-0.906513,0.0393213
2.01406,-2.24308,-1.21096
0.688819,-2.31572,-2.37747
-0.686116,-1.66421,-3.35578
-0.665115,-0.516798,-3.25644
0.232974,0.936852,-1.57688
0.748073,1.65923,0.682981
0.598033,1.03622,2.00263
0.273527,-0.0972318,2.05917
0.0925302,-0.825927,1.49667
0.00988787,-0.991847,0.798194
-0.0101626,-0.864005,0.045793
0.000847505,-0.783906,-0.534396
-8.88179e-15,-0.166411,-0.634229
-8.88179e-15,1.04136,-0.239562
-8.88179e-15,1.66063,0.240052
-8.88179e-15,1.03327,0.367911
-8.88179e-15,-0.181985,0.200035
-8.88179e-15,-0.707227,-0.0398672
-8.88179e-15,-0.189991,-0.222237
-8.88179e-15,0.740992,-0.26579
-8.88179e-15,1.62061,-0.142248
-8.88179e-15,1.84951,0.123898
-8.88179e-15,0.837285,0.430041
-8.88179e-15,-0.834017,0.634433
-8.88179e-15,-1.82006,0.579262
-8.88179e-15,-1.75736,0.246965
-8.88179e-15,-1.39027,-0.156933
-8.88179e-15,-1.38028,-0.342042
-8.88179e-15,-1.80166,-0.201881
-8.88179e-15,-1.90475,0.120108
-8.88179e-15,-0.736284,0.482444
-8.88179e-15,1.21238,0.644295
-8.88179e-15,2.44452,0.382727
-8.88179e-15,2.45762,-0.157697
-8.88179e-15,1.05602,-0.565724
-8.88179e-15,-1.09225,-0.617278
-8.88179e-15,-2.12586,-0.422717
-8.88179e-15,-1.30166,-0.104919
-8.88179e-15,0.991606,0.353332
-8.88179e-15,3.53223,0.738796
-8.88179e-15,4.03889,0.543684
-8.88179e-15,1.83657,-0.0213772
-8.88179e-15,-1.58539,-0.380376
-8.88179e-15,-4.09731,-0.740039
-8.88179e-15,-4.09873,-1.29869
-8.88179e-15,-2.61144,-1.56848
-8.88179e-15,-0.81671,-0.934245
-8.88179e-15,1.13003,0.45497
-8.88179e-15,2.3592,1.52051
-8.88179e-15,2.1501,1.53525
-8.88179e-15,0.972821,0.707759
-8.88179e-15,-0.0430615,-0.321463
-8.88179e-15,-0.333394,-0.867387
-8.88179e-15,-0.191561,-0.829904
-8.88179e-15,-0.122404,-0.633259
-8.88179e-15,0.0194669,-0.524462
-8.88179e-15,0.425503,-0.442781
-8.88179e-15,1.05417,-0.199573
-8.88179e-15,1.7191,0.285532
-8.88179e-15,1.3574,0.80767
-8.88179e-15,-0.573512,0.941454
-8.88179e-15,-3.12817,0.553266
-8.88179e-15,-4.41247,-0.0776883
-8.88179e-15,-2.70235,-0.507531
-8.88179e-15,0.890655,-0.260581
-8.88179e-15,3.1515,0.473135
-8.88179e-15,2.65735,1.00628
0.00339752,0.832279,1.09229
-0.0409553,-0.373127,0.800885
0.0380145,-0.515372,-0.107379
0.417471,-0.274523,-1.40274
1.05562,-0.100315,-2.40489
1.66988,-0.00711681,-2.73684
1.44043,0.00960829,-1.84715
-0.18499,-0.000810625,0.204089
-2.53747,0,2.13954
-3.72195,-0.00337437,2.55378
-2.55018,0.0406147,1.57768
-0.143463,-0.0370175,0.467409
1.49807,-0.418447,-0.165802
1.58315,-1.0179,-0.643652
1.05154,-1.71112,-0.906123
0.757951,-1.8574,-0.169593
0.686042,-0.827733,1.317
0.693833,0.829814,2.14956
0.144117,1.86069,1.18291
-1.03092,1.7203,-0.878731
-1.65918,0.971819,-1.98235
-1.03092,0.362433,-1.20238
0.143271,0.0939371,0.411898
0.703149,0.00564904,1.18115
0.686318,-0.0503899,0.497823
0.655536,0.0379414,-0.759509
0.686318,0.41846,-1.4927
0.703148,1.01779,-1.59571
0.14327,1.7112,-1.21299
-1.03092,1.85408,-0.66309
-1.65918,0.868271,-0.447359
-1.02752,-0.866771,-0.380278
0.0989182,-2.2801,0.212639
0.785514,-2.73412,1.10995
1.02822,-2.68209,1.21892
1.28734,-2.22806,0.350146
1.80046,-0.917168,-0.863435
1.8712,0.787576,-1.53702
0.819393,1.95053,-0.935868
-0.828711,2.06026,0.61503
-1.86051,1.60726,1.98102
-1.72062,1.47835,2.2805
-0.973108,1.25893,1.49926
-0.365807,0.675547,0.469133
-0.0930902,0.191228,-0.250064
-0.000556089,-0.198353,-0.754867
0.00931049,-0.693761,-0.95117
-0.000847208,-1.07156,-0.583264
0,-1.14448,0.151266
0,-1.16336,0.385334
0,-1.24862,-0.21888
0,-1.36955,-0.986405
0,-0.859661,-1.09135
0,0.883556,-0.423424
0,2.73639,0.286471
0,2.60974,0.5728
0,0.506153,0.578543
0.00339763,-1.47599,0.418924
-0.0409571,-2.04782,-0.0952124
0.0380214,-1.08033,-1.46799
0.420876,0.74921,-3.11026
1.01463,1.94008,-3.11795
1.70789,1.62382,-0.699782
1.85797,0.561835,3.30239
0.870585,-0.594842,6.74702
-0.867624,-1.64019,7.39847
-2.28143,-1.93352,4.94373
-2.73521,-1.08087,1.07408
-2.68102,0.0922853,-2.11542
-2.22719,0.336526,-3.64103
-0.922646,-0.410268,-3.82853
0.825629,-1.43442,-3.55515
1.91077,-1.76682,-3.07467
1.68175,-0.819692,-1.89046
0.552232,0.820176,0.0461505
-0.648821,1.86151,1.71866
-1.61479,1.7203,2.19042
-1.86081,0.971819,1.16213
-0.83894,0.362433,-0.858447
0.830458,0.0973122,-2.4283
1.86394,-0.0383527,-2.10737
1.67964,0.027302,0.144894
1.01112,0.415898,2.62796
0.783261,1.05936,3.84504
1.14872,1.67112,3.24651
1.67045,1.43403,1.04898
1.43112,-0.183004,-1.2959
-0.180745,-2.53383,-2.32189
-2.57843,-3.72415,-2.03514
-3.6839,-2.54694,-1.17363
-2.12929,-0.140143,-0.304956
0.871084,1.49341,0.259043
3.20256,1.58344,0.381484
3.48893,1.05117,0.0874462
1.80219,0.753578,-0.393082
-0.454512,0.691885,-0.763756
-1.76829,0.650628,-0.650147
-1.72004,0.222207,-0.147993
-0.982424,-0.647482,0.343613
-0.36496,-1.06609,0.679469
-0.0930902,-0.337508,0.807764
-0.000556089,0.294706,0.62818
0.00931049,-0.282337,0.21233
-0.000847208,-1.05209,-0.143502
0,-0.761291,-0.321097
0,0.231978,-0.580227
0,0.763775,-1.11338
0,0.554747,-1.4587
0,0.347098,-1.04305
0,0.474037,-0.0587609
0,0.6074,0.835008
0,0.68172,1.30588
0,0.155217,1.36411
0,-1.03074,1.09172
0,-1.66148,0.670147
0,-1.02984,0.36148
0,0.140345,0.105293
0,0.74836,-0.328489
0,0.609389,-0.791176
0,0.268592,-1.02129
0,0.0916542,-0.893347
0,0.0120133,-0.377009
0,-0.0106365,0.299113
0,0.00087619,0.707017
0,0,0.608673
0,0,0.155795
0,0,-0.291825
0,0,-0.445106
0,0,-0.228868
0,0,0.212105
0,0,0.606595
0,0,0.719995
0,0,0.54892
0,0,0.174107
0,0,-0.386125
0,0,-1.02228
0,0,-1.39396
0,0,-1.087
0,0,-0.277518
0,0,0.469082
0,0,0.893896
0,0,0.961674
0,0,0.766621
0,0,0.49802
0,0,0.210751
0,0,-0.156151
0,0,-0.601959
0,0,-1.04678
0,0,-1.22872
0,0,-0.882136
0,0,-0.0963795
0,0,0.712388
0,0.00337512,1.08392
0,-0.0406266,0.943697
0,0.0370652,0.631383
0,0.415022,0.393602
-0.00339763,1.05936,0.320787
0.0443547,1.67112,0.277128
-0.0789784,1.43403,-0.028712
-0.382856,-0.183004,-0.641131
-0.590347,-2.53383,-1.1372
-0.737625,-3.72415,-0.888346
-0.0711062,-2.54694,-0.123398
1.37367,-0.140143,0.401138
2.29097,1.49004,0.497731
2.14507,1.62744,0.469952
1.02478,0.973542,0.734766
-0.0303949,0.371195,1.38106
-0.443167,0.0931235,1.65686
-0.894937,0.00227392,0.872166
-1.79681,-0.00976326,-0.419625
-2.83082,0.00087619,-1.20455
-2.96453,0.00337512,-1.06587
-1.5342,-0.0406266,-0.313635
0.597294,0.0336275,0.455431
1.73927,0.460025,0.802799
1.28901,0.977723,0.558959
-0.0313575,1.28772,-0.0474564
-1.34292,0.846828,-0.514643
-1.76828,-0.876351,-0.683543
-0.829075,-2.69232,-0.754348
0.8203,-2.69145,-0.796281
1.86139,-0.889478,-0.736947
1.72059,0.888869,-0.527724
0.973101,1.35774,-0.276416
0.36579,0.881287,-0.15736
0.0964987,0.316229,-0.196262
-0.0437798,0.184735,-0.273308
0.0696545,0.342218,-0.281725
0.383703,0.622255,-0.15078
0.593788,1.1617,0.075957
0.69326,1.08336,0.215128
0.153433,0.286499,0.203
-1.03176,-0.341262,0.0716556
-1.65918,-0.974294,-0.0378238
-1.03092,-1.23108,0.0349278
0.139873,-0.671737,0.237405
0.747501,-0.143888,0.400483
0.607348,0.173071,0.44388
0.27268,0.663524,0.556253
0.0925302,0.746031,0.571067
0.00988787,0.0712828,0.218075
-0.0101626,-1.07539,-0.748405
0.000847505,-1.91665,-1.95138
-8.88179e-15,-1.363,-2.05135
-8.88179e-15,0.0793802,-0.938831
-8.88179e-15,1.41057,0.767589
-8.88179e-15,2.05059,2.15112
-8.88179e-15,1.52769,2.32381
-8.88179e-15,0.279714,1.32789
0.00339752,-0.742623,-0.258157
-0.0409553,-1.01398,-1.38956
0.0380145,-0.704057,-1.64816
0.420869,-0.28777,-1.34766
1.01466,-0.0800075,-0.916515
1.70453,-0.0122406,-0.702138
1.90228,0.050223,-0.384792
0.791535,-0.0343905,0.605968
-1.25044,-0.463451,1.67958
-2.87513,-0.936193,2.04816
-3.42851,-1.32878,2.06657
-2.83448,-1.26278,1.74877
-1.1954,-0.173928,0.608884
0.736518,1.01702,-1.07003
1.85997,1.24602,-2.12598
1.72991,1.11726,-1.67627
0.975651,1.61061,-0.28466
0.324834,1.99172,1.26603
0.131116,0.613554,2.81456
0.418044,-2.391,3.5638
1.0497,-4.47198,2.38586
1.62637,-3.66226,-0.392513
1.5228,-0.646462,-3.14611
0.156896,3.03795,-4.47771
-1.90908,5.40168,-4.22882
-2.56682,4.36815,-3.11273
-1.41675,0.963562,-1.42413
0.0674016,-1.88039,0.106269
0.761271,-2.40144,0.223214
0.101132,-0.70384,-0.828709
-0.984759,1.21348,-1.20231
-0.874232,1.47679,0.104598
-0.0379782,0.189585,1.30538
0.135706,-1.11021,0.969899
-0.303102,-1.4849,0.601398
-0.0641644,-1.26438,1.90656
1.33337,-1.44513,4.34179
2.92436,-2.19462,6.09853
3.94385,-2.49486,5.98531
3.60331,-1.47333,3.55425
1.15543,1.09392,-0.435934
-2.30164,3.90625,-3.98931
-3.92275,5.08794,-5.65717
-2.83287,3.86737,-5.24146
-1.26063,1.05188,-3.4636
-1.44665,-1.48619,-1.37945
-2.60497,-2.46269,0.139059
-2.63373,-2.00286,0.675923
-1.42896,-1.06804,0.675509
0.142209,-0.333664,0.984343
1.86085,-0.16087,1.68043
3.3808,-0.384799,1.90806
3.75302,-0.546079,1.13269
2.46957,-0.726762,-0.0671441
0.465443,-0.614452,-0.705879
0.0503913,0.0539974,-0.548885
1.26648,0.369761,-0.0335035
1.51288,0.182104,0.292828
-0.132892,0.74413,0.249298
-2.12734,1.94283,0.128783
-2.93721,2.07806,0.131039
-2.46579,0.621956,0.201474
-2.00248,-0.981483,0.151009
-1.87075,-1.36907,-0.0958993
-1.20571,-0.822395,-0.464084
-0.626344,-0.446891,-0.750913
-0.651468,-0.48835,-0.781264
-0.174477,-0.548789,-0.654837
1.46508,-0.761221,-0.634659
2.51978,-0.537559,-0.833302
1.52936,0.435343,-0.883981
-0.0748408,0.969094,-0.446931
-0.446022,0.872167,0.141676
0.405347,0.931072,0.330492
1.14418,0.875992,0.0423614
1.13724,0.00210627,-0.205393
1.04661,-1.4243,0.505562
0.628857,-2.58878,1.85434
-0.428095,-2.44126,2.06929
-0.976077,-0.632102,0.848951
-0.876637,1.74954,-0.571458
-0.891882,3.09713,-1.48613
-0.911715,2.16254,-1.51626
-0.423575,-0.961671,-0.384532
0.412633,-3.99676,1.00076
0.840019,-4.03651,1.198
0.617196,-0.700744,0.358126
0.265925,3.37291,-0.272751
0.0524217,5.15839,-0.345786
0.0445042,3.8139,-0.107377
0.455069,1.05483,0.0696646
0.933098,-0.61645,-0.137613
1.36941,-1.09134,-0.536219
1.18868,-1.42593,-0.686069
-0.246569,-1.33852,-0.444687
-1.57688,-0.964616,-0.25827
-1.52539,-0.890282,-0.381731
-0.173904,-0.947227,-0.562988
1.05158,-0.340362,-0.430226
0.732608,0.750795,-0.0692106
-0.824305,1.46798,0.196408
-2.45567,1.78117,0.725113
-2.87224,1.34612,1.6696
-1.53033,0.42299,1.95062
0.550384,-0.414901,0.931756
1.73723,-1.36722,-0.34347
1.74791,-1.81761,-0.914571
1.40412,-1.36516,-1.03606
1.3796,-0.302243,-1.23214
1.80103,1.20921,-1.50066
1.86189,2.27693,-1.35626
0.816843,1.85595,-0.313463
-0.787754,0.276469,1.32966
-1.89853,-1.14874,2.28412
-2.14149,-1.45022,1.58172
-1.98434,-0.88803,0.201875
-2.11465,-0.361258,-0.092854
-1.91644,-0.0628502,0.724992
-0.409306,-0.0343711,1.10514
1.85015,-0.406277,-0.0278858
3.60853,-1.06028,-1.69745
