rootX,rootY,rootZ
3.54397,-1.67104,-1.81911
1.38185,-1.43398,-0.145816
-1.47846,0.182927,1.48417
-3.47534,2.53384,1.6966
-3.58138,3.72414,0.454562
-1.81203,2.54697,-1.54791
0.468003,0.140146,-2.88929
1.7265,-1.49102,-2.29602
1.75807,-1.61994,-0.240448
1.40327,-1.01328,1.50533
1.3796,-0.342359,1.72552
1.80103,0.326439,0.667441
1.86529,1.01613,-0.346961
0.779283,1.76152,-0.162979
-0.797485,1.81568,0.797934
-1.35432,0.407226,1.24119
-0.822996,-1.83886,0.681782
-0.0689509,-3.5322,-0.434377
-0.112801,-3.62284,-1.10935
-1.66125,-2.21504,-0.500081
-2.88597,-0.554727,0.667989
-1.61102,0.0556381,0.771785
1.18823,-0.131952,-0.0838648
2.92956,0.112317,-0.625256
2.96374,1.22844,-0.620115
1.95587,2.37399,-0.62946
0.166645,2.73635,-0.704567
-2.01452,2.67235,-0.30314
-3.66123,2.22889,0.826403
-3.60118,0.917168,1.76483
-1.79172,-0.790903,1.52471
0.462971,-1.90653,0.111996
1.76744,-2.13788,-1.9515
1.72004,-1.98625,-3.11002
0.982424,-2.11522,-2.21398
0.36496,-1.91124,0.0790694
0.0930902,-0.406508,2.06927
0.000556089,1.85023,2.51918
-0.00931049,3.56482,1.95406
0.00424484,3.57526,0.978021
-0.0409571,1.84224,-0.395888
0.0346238,-0.497102,-1.58196
0.461834,-2.18718,-1.84293
0.976604,-2.73241,-0.770606
1.28362,-2.73242,1.19342
0.887723,-2.18718,2.50868
-0.91633,-0.49709,1.97863
-3.10849,1.83886,-0.00163254
-3.74907,3.61502,-1.81136
-2.51651,3.54176,-1.89976
-0.635458,1.37916,-0.518081
1.20131,-1.47888,0.956568
2.74478,-3.4718,1.35322
3.01103,-3.57638,0.479891
1.90536,-1.81132,-0.547854
0.481752,0.460936,-0.929087
0.00167789,1.77112,-0.282456
0.435988,1.68145,0.76511
0.546765,1.01764,0.902194
-0.0916721,0.780079,-0.0257865
-0.839483,1.11173,-1.03539
-1.02417,1.71347,-1.13621
-0.64277,1.84431,-0.682426
-0.406765,0.872521,-0.661003
-0.382856,-0.907387,-0.761264
-0.262559,-2.24645,-0.0806011
-0.054746,-2.27509,1.09967
1.00078,-1.70128,2.00048
2.16185,-0.935257,1.89588
1.91445,-0.0809394,0.40725
0.218474,-0.0519701,-1.58536
-2.04916,-0.817851,-2.39126
-3.29854,-0.968885,-1.24337
-2.54991,0.0848437,0.888889
-0.556427,1.20731,2.41557
1.06759,1.52926,2.41613
1.43746,1.26257,1.02483
0.900045,0.945857,-0.780062
0.35085,0.796876,-1.8763
0.147602,0.159179,-1.93291
-0.0792695,-1.08548,-1.47262
-0.392167,-1.57554,-1.11167
-0.592897,-0.688069,-0.810018
-0.693271,0.768618,-0.255861
-0.153482,1.85779,0.523695
1.03177,1.81814,1.37832
1.65581,0.91539,1.79317
1.07188,-0.168396,1.28486
-0.177948,-1.16891,0.231317
-1.16837,-1.98774,-0.488541
-1.61853,-1.95821,-0.806197
-2.02156,-0.234479,-1.24894
-1.91928,1.989,-1.56952
-0.377661,2.41711,-1.28493
1.81638,0.84825,-0.565542
3.14671,-0.938696,0.221885
2.56731,-1.76553,1.01757
0.0948288,-1.8967,1.66202
-2.32511,-2.07142,1.72902
-2.59707,-1.96107,1.11782
-0.887115,-0.829086,0.349549
0.837193,0.839571,-0.0678215
1.3937,1.85982,-0.252291
1.30086,1.7203,-0.492019
1.37988,0.971819,-0.602898
1.81034,0.362433,-0.374558
1.85764,0.0939371,-0.155175
0.861198,0.00227392,-0.170046
-0.870131,-0.00976326,0.0168153
-2.24043,0.00087619,0.606489
-2.77327,0,0.820251
-3.10187,0,0.0473235
-3.24179,0,-1.1433
-2.6272,0,-1.84072
-1.0733,0,-1.57236
1.07825,0,-0.428174
2.97024,0,0.786508
3.84831,0,1.15779
3.79767,0,0.692929
2.88655,0,0.232662
1.23404,0,0.272668
-0.324883,0,0.50931
-0.844546,0,0.591928
-0.022048,0,0.673158
0.889116,0,0.881294
0.463795,0,0.798991
-0.922669,0,0.171288
-1.86108,0,-0.7029
-1.7113,0,-1.3193
-0.973956,0,-1.43194
-0.365807,0,-1.05025
-0.0930902,0,-0.330208
-0.000556089,0,0.364764
0.00931049,0,0.667436
-0.000847208,0,0.464689
0,0,0.158857
0,0,0.151528
0,0,0.420731
-0.00339763,0.00337512,0.712348
0.0443547,-0.0440017,0.783378
-0.0823761,0.0810677,0.571709
-0.341899,0.33738,0.071805
-0.631766,0.680459,-0.645705
-1.11415,1.03419,-1.28959
-1.16811,0.781612,-1.65991
-0.676119,0.0860798,-1.80732
-0.202155,-0.492405,-1.52395
0.201297,-0.357623,-0.560079
0.689673,0.342418,0.673163
1.11305,0.545153,1.50107
1.11668,-0.0819871,1.59087
0.659454,-0.836453,1.03983
0.307879,-1.01622,0.139328
0.545049,-0.694323,-0.787557
0.987339,-0.288644,-1.32591
1.27688,-0.0800075,-1.27816
0.847622,-0.00886621,-0.356977
-0.878343,0.00960829,1.513
-2.69097,-0.000810625,3.45641
-2.69012,0,4.2205
-0.887658,0,2.9684
0.846499,0,0.191277
1.39285,0,-2.34552
1.30086,0,-3.18111
1.37988,0,-2.42613
1.81034,0,-1.1421
1.86104,0,-0.17366
0.82024,0,0.176511
-0.827864,-0.35975,-0.0747107
-1.87407,5.39626,2.12862
-1.663,-17.6244,-7.42677
-1.00391,-23.4243,-9.5783
