192.39,103.47,197.11,96.619,185.62,98.904,206.91,99.039,179.98,103.78,228.17,130.91,168.59,130.4,252.31,171.6,155.67,175.25,227.83,146.78,188.54,190.22,213.68,210.97,171.75,207.63,238.95,252.09,131.97,240.25,212,284,160,280
191.97,103.33,196.77,96.329,185.23,98.721,206.94,98.744,179.77,102.93,227.81,130.34,168.51,129.7,249.44,169.77,155.62,174.58,225.39,145.54,188.48,189.49,214.4,208.19,172.11,205.59,238.85,251.16,132.23,238.81,212,284,160,280
191.43,103.47,196.05,96.43,184.67,98.824,206.52,98.302,179.08,102.82,227.49,130.28,168.17,129.32,247.91,169.72,155,173.2,238.21,207.68,187.76,188.95,214.56,207.21,171.99,204.58,238.79,250.7,132.45,238.46,212,280,160,280
190.64,103.69,195.35,96.64,183.94,98.95,206.45,97.803,178.64,102.71,227.16,129.5,168.02,128.85,249.65,168.01,155.16,172.72,222.46,141.88,188.14,188.55,215.07,207.27,171.66,204.42,238.72,250,132.32,238.32,212,280,160,280
190.02,104.01,194.68,96.758,183.17,99.137,205.74,97.375,177.81,102.8,227.41,129.17,167.95,128.47,247.87,166.95,155.65,172.56,221.06,140.53,188.23,188.26,214.86,206.27,171.65,203.45,238.98,249.33,132.14,238.24,212,280,160,280
189.09,104.36,193.86,96.618,182.15,99.495,205.1,96.336,177.34,103.15,226.5,129.56,167.73,128.84,245.61,166.83,155.38,172.11,218.58,139.62,188.08,187.87,214.65,207.14,171.18,204.42,238.93,248.62,131.91,237.97,208,280,164,280
188.39,104.95,193,97.099,181.45,99.971,204.59,96.481,176.77,103.32,226.65,129.29,167.26,129.15,243.19,166.26,155.49,171.34,214.84,137,188.44,187.53,214.19,206.91,171.38,203.88,239.03,248.2,132.08,237.65,208,280,164,280
187.38,105.66,192.01,97.482,180.61,100.45,204.04,95.896,176.27,103.49,227.17,129.12,167.45,129.2,241.13,165.57,155.52,171.33,212.33,137.19,188.38,187.12,214.48,206.8,171.44,204.07,238.98,248.28,131.85,237.55,208,280,164,280
186.45,106.25,191.14,98.013,179.84,101.21,203.49,96.231,175.88,104.35,226.73,128.22,166.75,129.13,239.86,164.94,155.42,171.57,208.29,137.01,187.95,187.04,215.18,207.02,171.78,204.37,238.66,248.57,131.65,237.3,208,280,164,280
185.19,106.28,190.11,98.296,179.35,101.16,202.98,96.497,175.2,103.33,225.66,127.66,166.17,128.32,238.44,164.78,155.05,171.1,205.31,137.1,187.27,186.2,214.61,206.54,170.67,203.61,239.19,249.2,131.07,237.29,208,280,164,280
184.96,105.35,189.8,97.533,178.93,100.36,202.28,95.861,174.38,102.58,224.18,126.95,165.09,128.01,236.6,164.73,154.13,171.09,201.66,138.03,186.97,186.09,214.8,205.25,170.1,202.53,238.9,248.73,130.82,236.99,208,280,164,280
184.96,103.65,190.06,96.355,178.86,98.85,202.5,95.166,174.04,100.74,224.12,126.11,164.63,127.7,235.33,164.72,153.84,171.37,197.55,139.79,186.49,185.63,215.03,205.1,170.83,202.34,238.62,247.9,130.82,236.74,208,280,164,280
185.58,101.86,190.6,94.649,179.3,96.917,202.63,94.719,174.22,98.952,223.62,124.89,163.98,126.96,234.27,163.71,153.64,171.27,195.75,142.85,186.51,185.21,214.69,203.19,169.43,200.95,238.57,247.21,130.54,236.73,208,280,164,280
186.53,100.23,191.71,93.38,180.09,95.438,202.74,94.572,174.39,98.523,223.33,124.71,163.77,126.46,233.79,163.66,153.36,171.05,196.5,148.77,186.07,184.55,214.1,202.91,169.36,200.52,238.22,247.04,130.48,236.45,208,280,164,280
186.81,98.581,192.1,92.02,180.58,93.722,202.8,94.507,174.85,97.813,223.11,124.59,163.45,126.21,233.21,164.03,152.55,170.35,194.29,150.11,185.99,184.29,213.71,202.7,168.97,200.72,238.28,246.85,130.47,236.15,208,280,164,280
187.6,97.284,192.83,91.052,181.45,92.303,202.83,94.524,174.95,96.824,222.83,124.99,163.14,125.98,233.51,163.87,151.82,169.93,192.89,151.51,186.36,184,213.18,202.84,168.42,200.73,238.38,246.41,130.19,236.06,208,280,164,280
188.48,96.849,193.66,90.734,182.16,91.984,203.12,94.3,175.29,97.037,222.93,124.89,162.97,125.82,234.07,164.36,152.14,169.81,193.93,152.5,186.44,183.65,213.28,202.28,168.48,200.3,238.45,246.13,130.43,236.2,208,280,164,280
188.96,96.075,194.06,90.357,182.72,91.553,203.4,94.522,175.58,97,222.97,124.81,162.98,125.64,234,164.39,152.15,169.88,194.72,152.69,186.69,183.49,213.4,202.41,168.55,199.97,238.44,245.78,130.11,236.01,208,280,160,280
188.92,95.535,194.07,89.905,182.64,91.207,203.52,94.62,175.62,97.2,222.77,125,163.09,125.65,234.1,164.32,152.2,169.96,195.54,152.59,185.98,183.5,213.39,202.44,168.46,199.83,238.31,245.42,129.83,235.82,208,280,160,280
188.86,94.302,193.93,88.984,182.62,90.251,202.95,94.227,175.61,96.682,222.52,124.57,162.69,125.71,233.9,164.6,152.05,169.89,195.99,152.27,185.62,183.27,212.64,202.15,168.22,199.83,237.73,245.31,129.69,235.35,208,280,160,280
188.98,92.986,193.83,87.952,182.57,89.235,202.52,94.023,175.51,96.672,222.38,124.45,162.25,125.79,233.93,164.36,152,170.24,196.13,152.11,184.9,183.22,212.98,202.86,168.48,200.36,237.16,245.63,128.81,235.32,208,280,160,280
188.64,92.183,193.46,87.107,182,88.514,202.17,93.557,175.2,96.187,222.37,124.24,162.35,125.39,233.9,164.25,151.51,170.04,195.59,151.65,184.11,182.9,211.84,202.69,167.34,200.38,236.03,245.74,127.99,235.19,204,280,160,280
188.09,91.849,192.88,86.714,181.48,88.011,201.62,93.452,174.58,95.715,221.96,124.2,161.63,125.54,233.45,164.42,150.65,169.51,194.65,151.35,182.79,182.9,211.35,202.32,166.51,200.1,235,246.29,127.35,235.65,204,280,160,280
187.66,91.624,192.37,86.494,181.14,87.957,201.43,93.317,174.28,96.083,221.55,124.05,161.25,125.44,233.07,164.25,150.43,169.58,193.38,151.19,182.51,182.94,210.2,202.4,166.06,200.23,234.24,246.25,126.44,235.42,204,280,160,280
187.32,91.599,192.14,86.506,180.86,87.908,201.26,93.634,173.89,95.783,221.44,124.15,161.16,125.17,232.66,164.66,150.08,169.48,193.16,151.58,182.13,183.25,209.85,201.64,165.44,199.77,233.3,245.95,125.42,235.3,204,280,160,280
186.99,91.541,191.84,86.505,180.58,87.776,200.83,93.547,173.63,95.562,221.02,124.78,160.62,125.41,231.73,165.41,149.44,169.24,193.5,152.15,181.54,183.63,209.27,202.25,165.21,200.03,232.31,245.76,124.74,235.13,204,280,156.05,275.03
186.75,91.532,191.8,86.525,180.34,87.738,200.75,93.6,173.4,95.789,220.99,125.3,160.29,125.35,231.57,165.86,148.83,168.88,192.78,152.37,181.11,183.57,208.31,202.8,164.46,200.51,231.75,245.98,124.51,235.21,204,280,155.02,274.74
186.84,91.38,191.9,86.372,180.35,87.603,200.78,93.407,173.39,95.466,220.66,125.13,160.21,125.08,231.32,165.94,148.49,168.87,192.03,152.47,180.88,183.64,208.12,203.16,164.08,201.08,231.43,246.06,124.33,235.3,200,280,155.22,275.02
186.88,91.316,191.94,86.343,180.35,87.434,200.75,93.58,173.26,95.14,220.22,125.16,159.8,125.16,230.15,166.77,148.1,168.79,192.56,152.98,180.53,183.9,207.75,203.5,163.85,201.6,231.15,245.66,124.2,235.29,200,280,154.67,275.03
186.95,91.348,192.01,86.345,180.4,87.365,200.79,93.549,173.38,94.944,220.15,125.34,159.38,125.33,229.76,166.91,147.48,168.49,192.28,153.02,180.34,183.77,207.75,203.58,163.11,201.68,231.27,245.53,124.17,235.34,200,280,156,280
187.13,91.397,192.28,86.349,180.5,87.255,200.91,93.547,173.2,94.652,220.05,125.66,159.34,125.46,229.51,167.22,147.47,168.88,192.38,153.12,180.36,183.79,207.95,203.59,163.23,201.9,231.24,245.51,124.26,235.31,200,280,156,280
187.24,91.533,192.33,86.406,180.56,87.239,200.81,93.37,173.22,94.695,220.05,126.05,159.19,125.57,229.62,167.22,147.2,169.01,192.23,153,180.19,183.67,207.7,203.72,163.06,201.87,231.38,245.67,124.42,235.28,200,280,156,280
187.34,91.619,192.44,86.558,180.71,87.283,200.91,93.383,173.13,94.751,219.66,125.95,158.92,125.74,229.56,167.41,147.4,169.42,191.98,153.07,180.34,183.77,207.56,203.57,162.9,201.9,231.18,245.59,124.17,235.31,200,280,156,280
187.42,91.637,192.44,86.671,180.79,87.337,200.87,93.404,173.04,94.708,219.5,125.92,158.92,125.73,229.53,167.88,147.17,170.11,191.49,152.89,180.46,183.91,207.49,203.11,162.93,201.39,230.96,245.89,124.14,235.32,200,280,156,280
187.52,91.713,192.47,86.715,180.83,87.429,200.84,93.313,173.05,94.722,219.42,125.96,158.89,125.75,229.82,167.88,146.8,170.22,191.45,153.11,180.35,184.04,207.28,203.28,162.92,201.3,230.93,245.86,124.12,235.11,200,280,156,280
187.69,91.675,192.66,86.811,180.97,87.403,200.95,93.488,172.88,94.649,219.48,125.96,158.7,125.72,229.77,168.04,146.86,170.33,191.15,152.72,180.28,184.03,207.17,203.01,162.88,201,230.67,246.32,123.75,235.02,200,280,156,280
187.84,91.792,192.74,86.847,181.06,87.437,200.86,93.493,172.89,94.611,219.38,126.03,158.58,125.88,229.64,168.04,146.16,170.3,190.93,152.75,180.18,184.07,206.84,203.11,162.73,201.18,230.49,246.12,123.54,235.15,200,280,156,280
188.01,91.914,192.92,86.998,181.28,87.5,200.83,93.43,173.18,94.475,219.47,126.15,158.59,125.9,229.73,167.96,145.74,170.08,190.7,152.82,180.04,184.05,206.72,203.18,162.77,201.26,230.22,246.3,123.19,235.15,200,280,156,280
187.91,92.226,192.85,87.176,181.37,87.54,200.83,93.763,173.23,94.24,219.51,125.84,158.55,125.83,229.48,168.27,145.68,169.99,190.91,153,180.16,183.99,206.9,203.19,163.13,201.14,230.48,245.8,123.21,234.98,200,280,156,280
187.85,92.583,192.89,87.415,181.34,87.649,200.99,93.746,173.15,93.964,219.46,125.88,158.59,125.83,229,168.13,145.49,170.14,190.73,153.04,179.81,183.93,206.82,203.21,162.86,201.43,230.44,245.92,123.17,234.92,200,280,156,280
187.84,92.809,192.93,87.625,181.34,87.856,200.96,93.958,173.05,94.083,219.31,125.95,158.46,125.88,228.76,168.07,145.45,170.1,190.77,153.13,179.82,183.85,206.86,203.25,162.89,201.53,230.44,246.03,123.28,235,200,280,153.59,275.17
187.89,93.106,193,87.85,181.36,88.062,200.94,93.93,172.99,94.169,219.25,126.14,158.37,125.83,228.46,168.14,145.41,170.39,190.9,153.4,179.66,183.63,206.77,203.06,162.56,201.57,230.49,245.92,123.02,234.92,200,280,156,280
187.92,93.306,192.98,87.895,181.38,88.209,201.01,93.673,173.03,94.181,219.02,126.22,158.28,125.81,228.75,168.25,145.3,170.3,191.24,153.46,179.99,183.19,206.64,202.59,162.49,201.01,230.38,246,123.05,235.02,200,280,156,280
187.98,93.44,193.04,87.984,181.43,88.29,201.06,93.529,173.11,94.215,218.91,126.22,158.15,125.83,229.18,168.54,144.88,169.93,191.69,153.27,178.92,182.26,206.73,202.7,162.57,201.11,230.26,245.81,123.09,234.99,200,280,156,280
187.97,93.701,193.03,88.111,181.42,88.525,201.1,93.528,173.11,94.46,218.96,125.98,158.01,125.86,229.48,168.86,144.73,169.97,192,153.32,178.2,180.46,206.7,202.78,162.36,201.24,230.14,245.48,123.16,234.89,200,280,156,280
188.01,93.857,193.05,88.197,181.41,88.633,201.04,93.509,173.03,94.408,218.92,126.17,157.98,125.86,229.77,168.98,143.85,169.68,193.18,153.21,177.42,178.48,206.45,203.55,162.12,202.04,229.87,245.42,123.2,234.67,200,280,156,280
187.92,94.08,193,88.343,181.38,88.756,200.9,93.64,172.81,94.321,218.55,126.12,157.55,125.71,230.56,168.79,142.37,169.5,194.01,152.62,174.4,173.65,205.78,202.81,162.6,200.59,230.03,245.61,122.8,234.48,200,280,156,280
187.85,94.141,192.88,88.377,181.26,88.882,200.77,93.587,172.61,94.519,218.25,126.37,156.97,125.98,231.54,169.29,141.27,170.26,195.3,150.84,171.47,169.05,205.67,201.84,161.86,200.64,230.02,245.7,122.48,234.49,200,280,152,280
187.76,94.238,192.84,88.382,181.06,88.94,200.73,93.514,172.39,94.491,218.5,126.11,156.61,125.67,232.63,169.51,139.94,169.47,196.57,148.77,173,161.37,206.25,201.52,161.9,200.05,230.14,245.83,122.3,234.58,200,280,156,280
187.61,94.499,192.8,88.652,180.93,89.182,200.84,93.515,172.32,94.69,218.4,126.17,155.81,125.66,233.76,169.51,137.73,168.17,202.21,151.09,168.12,154.48,206.33,201.79,161.51,200.01,230.5,245.75,122.27,234.65,200,280,156,280
187.38,94.866,192.51,88.876,180.66,89.589,200.55,93.361,172.24,94.841,218.14,125.98,155.68,124.93,234.29,168.67,136.31,167.45,204.31,148.45,165.47,145.52,206.05,202.29,160.97,200.57,230.41,245.17,122.52,234.49,200,280,152,280
187.41,95.059,192.55,89.228,180.4,89.979,200.47,93.9,171.86,95.317,217.65,126.34,157.02,125.13,236.11,167.74,134.44,165.91,205.27,147.02,163.31,138.3,204.9,203.97,159.89,202.08,230.51,244.95,122.36,234.41,200,280,152,280
187.44,95.25,192.55,89.457,180.52,90.121,200.36,93.994,172.08,95.45,217.91,126.82,158.66,124.67,235.97,169.2,132.57,164.39,206.82,146.84,161.26,133.24,204.53,204.46,159.75,202.23,230.47,244.26,122.26,234.31,200,280,156,280
187.41,95.137,192.61,89.649,180.5,90.232,200.19,94.47,171.69,95.652,217.67,127.85,157.82,124.17,234.64,172.88,131.16,162.25,227.9,225.16,161.32,128.77,203.45,203.56,159.01,202.12,227.87,244.44,122.76,234.91,200,280,156,280
187.82,95.231,193,89.78,180.52,90.281,200.29,94.49,171.11,95.722,216.85,127.89,156.45,123.96,234.61,170.86,131.07,159.89,227.61,221.92,161.6,124.76,203.05,205.29,159.09,203.86,227.53,244.6,122.74,234.8,200,280,156,280
187.74,95.705,193.08,90.156,180.57,90.642,200.59,94.784,170.81,95.644,216.75,128.37,154.66,124.83,232.49,177.83,130.44,157.78,227.56,229.13,161.3,122.72,202.74,207.47,159.19,205.73,227.02,244.71,122.77,234.92,200,280,156,280
187.76,95.865,193.09,90.236,180.61,90.65,200.66,94.67,170.64,95.313,217.07,128.13,154.36,124.45,229.73,189.96,129.79,155.61,226.92,233.6,162.34,121.14,202.19,207.55,158.65,205.45,226.65,244.77,122.72,235.11,200,280,156,280
187.93,96.007,193.2,90.359,180.81,90.73,200.73,94.605,170.85,95.157,217.57,128.47,154.72,124.57,230.47,186.43,129.75,153.24,226.07,231.14,163.39,119.84,201.71,207.27,158.74,205.02,227.01,245.29,122.82,234.99,200,280,156,280
187.44,96.114,193.08,90.957,180.96,91.371,201.66,94.297,171.03,94.959,216.43,127.98,153.73,125.17,228.28,194.88,129.48,152.79,223.76,236.66,163.71,118.38,200.45,208.86,158.11,206.08,225.4,245.05,122.78,235.53,200,284,156,280
187.55,96.427,193.25,91.549,181.28,91.801,202.08,94.632,170.94,94.959,216.54,128.45,152.99,125.44,228.08,194.97,129.93,152.17,206.8,135.11,163.52,116.96,199.61,210.04,157.13,207.02,224.25,245.94,122.85,235.77,200,284,156,280
187.78,96.761,193.39,91.684,181.11,91.594,201.63,95.103,171.03,94.951,216.16,128.8,153.13,125.44,228.17,195.45,130.25,151.48,206.27,135.5,163.22,116.86,199.73,210.09,157,207.33,224.06,245.47,123.05,235.64,200,284,156,280
187.49,96.52,193.18,91.683,181.12,91.742,202.13,94.941,171.36,94.902,215.52,129.07,153.08,124.82,228.15,195.3,129.81,150.15,206.29,135.5,163.11,116.33,200.68,210.26,157.65,207.69,222.95,244.7,123.5,234.76,200,284,156,280
187.83,96.914,193.05,91.917,181.11,92.098,201.7,95.177,171.46,94.935,216.74,128.98,153.09,126.14,228.82,193.66,130.18,148.86,205.72,135.09,163.59,114.99,200,209.99,157.13,207.11,224.58,246.14,122.8,235.14,200,284,156,280
187.69,96.652,192.5,91.493,180.9,91.525,200.78,94.895,170.45,94.835,214.99,131.18,156.01,130.98,228.25,195.69,130.33,147.02,224.05,241.05,164.78,112.38,201.06,209.15,157.23,206.92,222.06,247.02,123.39,234.1,200,284,156,280
186.96,95.547,192.08,91.722,181.25,91.439,201.6,95.212,169.83,94.557,213.04,130.52,160.06,129.11,228.86,195.15,131.48,142.96,222.59,240.27,165.97,106.02,203.4,210.99,161.41,209.54,222.14,244.84,121.64,233.25,200,284,156,284
186.34,95.444,191.59,91.195,181.58,90.493,202.45,95.656,171.86,94.535,213.46,129.4,159.96,126.34,228.85,196.94,133.47,138.68,220.49,242.95,166.58,100.78,202.67,212.1,160.7,209.4,221.52,244.45,122.95,231.86,200,284,156,284
187.05,97.958,192.57,93.156,181.89,91.613,202.28,97.246,170.98,94.479,213.37,130.86,155.93,128.76,228.51,195.87,133.31,135.09,221.05,240.12,165.43,96.955,201.42,210.89,160.96,207.81,223,244.06,120.28,230.51,200,284,156,284
186.28,97.453,192.1,92.387,180.19,92.475,201.24,95.104,170.02,95.193,215.83,129.86,158.27,131.22,228.6,195.76,138.07,185.99,225.54,240.15,164.42,93.393,201.72,207.41,159.79,204.85,225.78,244.05,120.62,230.26,200,284,156,284
186.58,96.063,192.05,91.25,180.14,90.966,200.87,95.61,170.9,95.038,216.49,126.48,159.78,124.69,238.7,162.51,132.37,127.82,210.11,145.67,164.44,91.908,203.72,204.99,161.02,201.97,228.23,245.42,121.66,233.72,200,280,152,280
186.89,94.708,192.17,90.142,179.45,89.592,200,95.855,169.47,94.988,216.2,126.32,158.54,124.09,238.33,163.51,131.39,126.49,211.12,142.1,162.83,89.989,202.87,204.99,160.05,203.09,228.39,245.15,121.32,234.6,200,280,152,280
186.87,93.836,192.35,89.371,179.34,88.797,199.65,95.709,169.87,95.132,216.31,125.76,158.19,123.67,242.94,160.09,130.05,125.12,213.31,133.99,162.11,89.839,202.44,205.08,160.3,203.58,228.88,245.84,121.14,234.59,200,280,152,280
186.56,93.953,191.85,89.047,179.29,89.334,199.75,94.345,170.32,95.606,215.5,128.57,158.39,123.96,244.25,157.35,128.31,124.09,221.19,127.59,158.66,90.605,202.96,204.74,159.97,203.1,228.53,246.35,120.63,235.21,196,280,152,280
186.89,93.444,192.19,88.804,179.8,88.477,200.11,94.439,170.44,95.848,214.9,129.18,157.85,123.52,246.37,153.29,126.56,124.35,223.16,118.24,157.74,89.96,203.51,204.62,159.16,204.06,228.07,246.97,120.7,235.14,196,280,152,280
186.8,93.025,192.48,89.301,179.94,87.861,199.28,95.991,170.18,95.565,216.35,128.86,157.53,124.73,247.59,145.21,126.27,123.66,224.33,111,125.86,202.67,202.65,204.1,158.79,203.81,227.44,247,120.42,234.99,196,280,152,280
187.02,92.72,192.71,88.954,180.02,87.746,200.42,96.391,170.64,95.582,215.72,128.93,158.74,125.86,248.85,137.5,139.63,178,223.76,101.94,128.38,205.38,203.79,202.96,158.36,203.86,225.21,247.21,120.41,234.67,196,284,152,280
186.8,92.631,192.46,88.925,180.02,87.605,200.47,96.835,170.9,95.679,213.78,127.36,158.45,123.74,247.75,130.09,139.7,174.72,223.65,98.186,127.36,201.87,201.9,203.81,159.3,202.53,227.37,247,119.87,235.1,196,280,152,280
186.68,92.38,192.24,88.856,180.04,87.481,199.7,97.081,171.07,95.633,213.09,126.41,158.32,123.41,249.04,124.44,138.68,174.19,221.14,92.912,126.94,200.73,201.57,202.71,160.2,200.96,227.53,246.87,119.52,235.27,196,280,152,280
186.31,92.325,192.11,88.826,179.57,87.622,199.75,96.743,170.88,96.227,212.13,126.18,157.83,123.17,248.76,121.99,126.12,110.83,219.27,90.3,126.46,199.74,200.8,203.21,160.64,200.63,227.52,246.84,119.27,235.54,196,280,152,280
186,92.355,191.77,88.881,179.22,87.75,199.34,96.795,170.8,96.226,212.35,125.99,157.53,122.9,248.24,119.45,126.24,108.65,218.11,88.192,162.91,84.285,200.42,203.49,160.34,200.95,227.48,246.78,119.09,235.85,196,280,152,280
185.76,92.549,191.45,89.103,179.11,87.864,199.39,97.393,170.59,96.129,211.34,126.4,157.58,122.6,247.68,119.38,126.2,107.2,217.38,86.872,162.86,84.19,200.17,203.38,160.2,200.8,227.56,246.53,119.14,236.12,196,280,152,280
185.4,92.662,191.1,89.078,179.03,87.871,199.25,97.329,170.35,96.044,212.07,126.27,156.95,122.59,248.56,118.6,125.59,107.44,219.76,86.137,163.1,83.255,200.08,204.08,160.02,201.64,227.56,246.53,119.07,236.45,196,280,152,280
184.74,92.7,190.66,89.217,178.7,87.984,199.48,97.453,170.24,96.206,212.66,126.54,156.85,123.07,250.23,119.31,124.59,108.55,225.29,86.081,159.18,82.215,199.81,203.91,159.44,201.71,227.59,246.43,119.13,236.38,196,280,152,280
183.97,92.537,189.97,88.917,178.37,87.832,199.25,97.839,170,95.835,213.27,126.29,156.65,122.47,252.53,120,122.99,110.11,230.74,85.871,152.35,78.93,199.93,204.85,159.58,202.81,227.35,246.64,118.89,236.83,192,280,148,280
183.08,91.861,189.51,88.452,177.51,87.602,198.83,98.356,169.85,96.263,213.99,126.54,156.51,122.21,254.73,122.2,120.25,111.05,237.86,86.837,148.34,75.955,199.77,204.97,159.21,202.65,227.05,246.9,118.61,236.87,192,280,148,280
182.23,91.691,188.78,88.105,176.65,87.52,198.53,98.559,169.9,95.863,215.26,126.96,155.39,122.06,256.63,122.63,118.03,111.4,242.73,85.452,140.09,74.643,199.75,205.08,158.69,202.94,226.9,246.78,118.66,236.57,192,280,148,280
181.4,91.926,188.19,88.305,175.87,88.086,198.56,98.047,169.85,96.796,216.01,127.05,154.61,122.38,257.73,123.08,116.65,111.94,244.83,85.854,137.61,74.695,199.89,205.09,158.54,202.74,226.92,246.85,118.39,236.59,196,280,148,280
181.02,92.835,187.69,88.782,175.6,88.628,198.4,98.12,169.6,96.71,216.36,127.32,153.99,122.3,257.89,122.99,117.04,110.73,245.25,86.195,137.87,73.24,199.95,205.86,158.29,203.32,226.83,246.85,118.45,236.6,196,280,148,280
180.79,93.277,187.46,89.06,175.41,88.857,198.34,97.904,169.28,97.014,216.35,127.63,153.73,122.39,257.87,122.77,117.51,109.83,244.13,85.17,138.44,73.194,200.09,205.86,158.28,203.55,226.82,246.77,118.49,236.62,196,280,148,280
180.66,93.567,187.29,89.35,175.14,89.018,198.2,97.838,168.98,97.095,216.14,127.63,154.43,122.5,257.83,122.28,118.98,108.65,243.15,85.252,139.96,72.97,200.02,205.87,158.27,203.6,226.75,246.78,118.46,236.59,196,280,148,280
180.63,93.691,187.29,89.502,175.25,89.192,198.14,97.736,169.31,96.851,215.76,127.72,154.88,122.27,257.85,121.84,119.27,108.54,241.97,84.36,141.99,71.916,199.97,205.92,158.57,203.53,226.73,246.68,118.69,236.61,196,280,148,280
180.6,93.724,187.29,89.618,175.13,89.326,198.12,97.832,169.04,97.015,215.42,127.54,154.74,122.15,257.86,121.98,119.27,108.79,241.61,85.516,142.77,72.24,199.91,205.47,158.49,202.98,226.77,246.7,118.69,236.73,196,280,148,280
180.63,94.079,187.31,89.763,175.14,89.61,198.1,97.571,169.08,96.839,215.79,127.22,155.13,122.22,258.12,122.67,119.31,109.86,241.78,86.688,142.01,73.773,199.91,205.65,158.33,203.28,226.8,246.88,118.71,236.6,196,280,148,280
180.55,94.627,187.17,90.177,175.11,90.121,197.98,97.114,168.94,97.007,215.71,127.39,155.9,123.3,258.09,125.02,118.32,113,242.06,90.062,140.46,76.233,199.85,205.77,158.55,203.18,226.84,246.86,118.76,236.88,196,280,148,280
180.67,94.933,187.22,90.408,175.2,90.317,198.05,96.895,168.82,97.053,215.78,127.7,155.01,123.69,258.72,129.84,117.58,119.47,243.42,96.895,137.89,81.445,199.9,206.42,158.43,203.67,226.81,246.89,118.72,237.15,196,280,148,280
180.89,94.968,187.32,90.562,175.25,90.458,197.77,96.981,168.69,97.422,215.22,128.01,155.75,123.73,258.2,137.35,117.62,126.57,244.86,103.02,134.51,87.415,200.51,207.43,157.58,204.11,226.9,247.25,118.85,237.63,196,280,148,280
180.61,95.188,187.05,90.596,175.08,90.529,197.69,96.997,168.63,97.235,215.23,127.85,155,123.61,256.85,145.1,117.71,134.92,245.88,112.8,131.74,95.462,201.36,207.05,157.55,204.51,226.73,247.76,118.89,237.71,192,280,148,280
180.39,95.141,186.89,90.662,174.96,90.525,197.85,97.288,168.71,97.137,214.51,128.25,154.42,123.32,254.75,156.53,117.98,142.66,246.95,124.29,128.11,103.72,201.1,208.37,156.78,205.99,226.94,247.84,118.84,237.62,196,280,148,280
180.11,95.307,186.57,90.68,174.77,90.542,197.58,97.055,168.82,97.149,216.16,128.36,154.72,123.68,252.33,161.8,120.43,152.35,245.24,134.08,125.05,116.24,201.35,207.17,158.34,204.31,226.67,247.54,118.9,237.57,196,280,148,280
