0.015625,0.012277,0.125,0.015625,-0.010058,0.15625,0.015625,0.0056587,0.26562,-0.015625,-0.075531,-0,-0.09375,-0.0095103,0.03125,-0.0625,-0.01999,0.125,0.10938,0.0073709,0.14062,0.15625,0.032521,0.03125,0.14062,-0.037196,0.0625,-0.078125,0.012453,-0.0625,0,0.32186,-0
0.015625,0.012277,0.125,0.015625,-0.010058,0.15625,0.015625,0.0056587,0.26562,-0.015625,-0.075531,-0,-0.09375,-0.0095103,0.03125,-0.0625,-0.01999,0.125,0.10938,0.0073709,0.14062,0.15625,0.032521,0.03125,0.14062,-0.037196,0.0625,-0.078125,0.012453,-0.0625,0,0.32186,-0
0.015625,0.012277,0.125,0.015625,-0.010058,0.15625,0.015625,0.0056587,0.26562,-0.015625,-0.075531,-0,-0.09375,-0.0095103,0.03125,-0.0625,-0.01999,0.125,0.10938,0.0073709,0.14062,0.15625,0.032521,0.03125,0.14062,-0.037196,0.0625,-0.078125,0.012453,-0.0625,0,0.33616,-0
0.015625,0.012277,0.125,0.015625,-0.010058,0.15625,0.015625,0.0056587,0.26562,-0.015625,-0.075531,-0,-0.09375,-0.0095103,0.03125,-0.0625,-0.01999,0.125,0.10938,0.0073709,0.14062,0.15625,0.032521,0.03125,0.14062,-0.037196,0.0625,-0.078125,0.012453,-0.0625,0,0.34198,-0
0.015625,0.012277,0.125,0.015625,-0.010058,0.15625,0.015625,0.0056587,0.26562,-0.015625,-0.075531,-0,-0.09375,-0.0095103,0.03125,-0.0625,-0.01999,0.125,0.10938,0.0073709,0.14062,0.15625,0.032521,0.03125,0.14062,-0.037196,0.0625,-0.078125,0.012453,-0.0625,0,0.34198,-0
0.015625,0.012277,0.125,0.015625,-0.010058,0.15625,0.015625,0.0056587,0.26562,-0.015625,-0.075531,-0,-0.09375,-0.0095103,0.03125,-0.0625,-0.01999,0.125,0.10938,0.0073709,0.14062,0.15625,0.032521,0.03125,0.14062,-0.037196,0.0625,-0.078125,0.012453,-0.0625,0,0.34198,-0
0.03125,0.013904,0.125,0.03125,-0.010365,0.17188,0.015625,0.013317,0.26562,0,-0.063674,0.015625,-0.09375,-0.028226,0.03125,-0.046875,-0.014332,0.14062,0.10938,0.017036,0.14062,0.17188,0.042662,0.03125,0.14062,-0.058979,0.09375,-0.046875,0.0069963,-0.03125,0.078125,0.013661,-0
0.015625,0.0084427,0.14062,0.015625,-0.0072519,0.17188,0,0.025571,0.26562,-0.015625,-0.062364,0.015625,-0.10938,-0.02583,0.03125,-0.0625,-0.010592,0.14062,0.09375,0.013763,0.14062,0.15625,0.047974,0.03125,0.125,-0.04459,0.10938,-0.0625,0.012695,-0.03125,0.0625,0.017886,-0
0.015625,0.010637,0.14062,0.015625,-0.011701,0.17188,0,0.0075036,0.28125,-0.015625,-0.074581,0.015625,-0.09375,-0.035854,0.046875,-0.0625,-0.021292,0.14062,0.09375,0.0061992,0.14062,0.15625,0.038869,0.03125,0.125,-0.056611,0.10938,-0.0625,0.014111,-0.03125,0.046875,0.016172,-0
0.015625,0.0059028,0.15625,0.015625,-0.0047705,0.1875,0,0.00010874,0.29688,-0.03125,-0.083623,0.03125,-0.10938,-0.03602,0.046875,-0.0625,-0.018197,0.15625,0.09375,0.0058217,0.15625,0.15625,0.045539,0.046875,0.10938,-0.058008,0.10938,-0.046875,-0.0072074,-0.015625,0.0625,0.014777,-0
0.015625,0.0038601,0.15625,0.015625,-0.0047145,0.1875,0,0.0058593,0.29688,-0.015625,-0.08197,0.03125,-0.10938,-0.049714,0.046875,-0.078125,-0.025219,0.15625,0.09375,-0.0031774,0.15625,0.15625,0.023653,0.046875,0.10938,-0.074371,0.10938,-0.046875,-0.012465,-0.015625,0.046875,0.0091679,-0.015625
0.015625,0.0075332,0.15625,0,-0.011139,0.1875,0,0.011256,0.29688,-0.015625,-0.078279,0.03125,-0.10938,-0.049952,0.046875,-0.078125,-0.02728,0.15625,0.09375,0.001927,0.15625,0.15625,0.018328,0.046875,0.10938,-0.078721,0.125,-0.046875,-0.015317,-0,0.046875,0.0048941,-0.015625
0.015625,0.0059366,0.15625,0.015625,-0.0018853,0.1875,0,0.013564,0.29688,-0.015625,-0.082756,0.03125,-0.10938,-0.037812,0.0625,-0.078125,-0.029592,0.15625,0.10938,0.0080926,0.15625,0.15625,0.0035511,0.046875,0.09375,-0.091314,0.125,-0.046875,-0.014497,-0,0.046875,0.0038448,-0.015625
0.015625,0.0034368,0.15625,0.015625,-0.0029128,0.1875,-0.015625,0.0075597,0.29688,-0.015625,-0.080684,0.03125,-0.10938,-0.039409,0.0625,-0.078125,-0.029978,0.15625,0.10938,0.011053,0.17188,0.15625,-0.0053204,0.0625,0.09375,-0.094988,0.125,-0.046875,-0.01518,-0,0.0625,-0.0018251,-0.015625
0.015625,0.00015727,0.15625,0.015625,-0.0083029,0.1875,-0.015625,0.0047693,0.29688,-0.015625,-0.083304,0.03125,-0.10938,-0.051268,0.0625,-0.078125,-0.032072,0.15625,0.10938,0.00040193,0.17188,0.15625,-0.024743,0.0625,0.09375,-0.10004,0.125,-0.046875,-0.01472,-0,0.0625,-0.00047284,-0
0.015625,-0.0065118,0.17188,0,-0.023993,0.1875,-0.015625,0.0029705,0.29688,-0.015625,-0.084366,0.03125,-0.10938,-0.055034,0.0625,-0.078125,-0.030122,0.17188,0.09375,-0.015407,0.17188,0.15625,-0.032754,0.0625,0.078125,-0.093776,0.14062,-0.046875,-0.014849,-0,0.0625,-0.00022465,-0
0.015625,-0.0040184,0.17188,0,-0.020034,0.1875,-0.015625,0.008937,0.29688,-0.015625,-0.077968,0.03125,-0.10938,-0.051725,0.0625,-0.078125,-0.028238,0.17188,0.09375,-0.019204,0.17188,0.14062,-0.038995,0.0625,0.078125,-0.10151,0.14062,-0.046875,-0.017307,-0,0.0625,-0.0019206,-0
0.015625,0.0010258,0.17188,0.015625,0.0015271,0.1875,-0.015625,0.020773,0.29688,-0.015625,-0.072517,0.03125,-0.10938,-0.05011,0.0625,-0.078125,-0.029022,0.17188,0.09375,-0.021475,0.17188,0.14062,-0.055516,0.078125,0.0625,-0.12334,0.14062,-0.046875,-0.015344,-0,0.0625,-0.0031383,-0
0.015625,0.00043077,0.17188,0,-0.012353,0.1875,-0.03125,0.02441,0.29688,-0.015625,-0.068683,0.03125,-0.10938,-0.050303,0.0625,-0.078125,-0.0263,0.17188,0.09375,-0.023615,0.17188,0.125,-0.049882,0.078125,0.0625,-0.12069,0.14062,-0.046875,-0.015105,-0,0.0625,-0.0048629,-0
0.015625,-0.00076789,0.17188,0,-0.014729,0.1875,-0.03125,0.024444,0.29688,-0.015625,-0.066304,0.03125,-0.10938,-0.053843,0.0625,-0.078125,-0.025341,0.17188,0.09375,-0.026333,0.17188,0.125,-0.056137,0.078125,0.0625,-0.11854,0.125,-0.046875,-0.015289,-0,0.046875,-0.0066795,-0
0,-0.0090146,0.17188,0,-0.017913,0.1875,-0.03125,0.018236,0.29688,-0.015625,-0.059269,0.046875,-0.10938,-0.051552,0.0625,-0.078125,-0.024729,0.17188,0.09375,-0.02572,0.17188,0.125,-0.051975,0.078125,0.0625,-0.1163,0.125,-0.046875,-0.01578,-0,0.046875,-0.0061172,-0
0,-0.0081119,0.17188,0,-0.013796,0.1875,-0.03125,0.02017,0.29688,-0.015625,-0.054819,0.046875,-0.10938,-0.053214,0.0625,-0.078125,-0.02309,0.17188,0.078125,-0.023706,0.17188,0.125,-0.050015,0.078125,0.046875,-0.10128,0.125,-0.046875,-0.017116,-0,0.046875,-0.0066209,-0
